Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Response,Age,Total_Spend,Total_Purchases,Total_Dependents,Total_Campaigns_Accepted,Cluster,Cluster_Label
2,0,33569.0,10,1,8,1,43,63,4,1,1,1,Budget-Conscious
2,0,36262.0,24,1,6,1,43,426,11,0,1,3,Premium Loyal
0,0,22634.0,47,1,8,0,60,96,5,0,0,1,Budget-Conscious
0,0,47025.0,98,5,9,0,48,635,18,1,0,0,Deal-Seeking Parents
1,1,70566.0,4,2,3,0,58,757,20,1,0,2,High-Value
2,0,31605.0,15,2,7,0,47,125,7,1,0,1,Budget-Conscious
2,1,52034.0,67,5,7,0,53,332,11,2,0,0,Deal-Seeking Parents
1,1,48526.0,32,1,3,0,47,135,7,1,0,1,Budget-Conscious
1,0,46734.0,40,2,7,0,72,330,12,1,0,1,Budget-Conscious
1,1,39552.0,54,7,8,1,64,384,13,2,0,0,Deal-Seeking Parents
1,1,86358.0,78,4,8,0,60,1722,14,2,0,0,Deal-Seeking Parents
1,0,46931.0,94,2,3,0,49,78,5,3,0,1,Budget-Conscious
0,1,16581.0,51,1,4,0,41,24,3,0,0,1,Budget-Conscious
0,1,63998.0,42,1,4,1,74,1168,24,0,0,3,Premium Loyal
2,0,67381.0,67,4,7,0,75,957,13,1,1,0,Deal-Seeking Parents
1,1,25930.0,87,1,7,0,59,15,3,2,0,1,Budget-Conscious
1,0,42693.0,29,1,5,0,48,57,4,1,0,1,Budget-Conscious
1,0,85606.0,89,2,3,0,50,1956,22,1,1,2,High-Value
1,1,72903.0,74,1,4,1,41,2013,20,0,3,3,Premium Loyal
0,0,49669.0,97,2,6,0,52,326,12,1,0,1,Budget-Conscious
2,0,36778.0,63,3,9,0,58,77,6,2,0,1,Budget-Conscious
2,1,85696.0,88,1,1,1,64,1313,19,0,0,3,Premium Loyal
2,1,10979.0,34,2,5,0,37,30,6,0,0,1,Budget-Conscious
1,0,49678.0,81,2,7,0,65,315,12,1,0,1,Budget-Conscious
2,0,56129.0,65,4,4,0,73,660,18,1,0,0,Deal-Seeking Parents
1,0,37155.0,51,1,5,0,37,74,6,1,0,1,Budget-Conscious
0,1,21282.0,76,2,6,0,48,46,5,1,0,1,Budget-Conscious
2,1,33419.0,76,2,7,0,64,86,6,1,0,1,Budget-Conscious
1,1,63285.0,84,1,3,0,81,1103,24,0,0,2,High-Value
2,0,21255.0,56,4,4,0,52,61,7,1,0,1,Budget-Conscious
1,0,42162.0,31,2,6,1,45,145,7,1,1,1,Budget-Conscious
1,0,54450.0,0,12,8,0,70,684,19,2,0,0,Deal-Seeking Parents
2,0,57744.0,91,2,8,0,72,411,14,1,0,0,Deal-Seeking Parents
1,1,26576.0,40,1,9,1,40,27,3,1,1,1,Budget-Conscious
2,1,57513.0,59,2,6,0,83,1060,25,0,0,2,High-Value
1,0,68142.0,96,3,6,0,62,1459,21,1,0,2,High-Value
1,0,7500.0,61,1,8,0,47,18,3,1,0,1,Budget-Conscious
1,0,83145.0,14,1,2,1,52,1833,25,0,1,3,Premium Loyal
2,0,54197.0,16,2,1,0,66,237,10,1,0,2,High-Value
2,1,23091.0,98,4,7,0,63,48,6,2,0,1,Budget-Conscious
1,0,46049.0,11,10,7,1,50,515,16,2,0,0,Deal-Seeking Parents
1,0,56715.0,52,1,4,0,52,1020,14,0,0,2,High-Value
1,0,79410.0,19,1,1,0,65,1370,10,0,0,2,High-Value
1,0,57304.0,61,2,5,0,75,1026,23,1,0,2,High-Value
1,0,44375.0,73,1,5,0,61,301,11,1,0,1,Budget-Conscious
1,0,54450.0,0,12,8,0,70,684,19,2,0,0,Deal-Seeking Parents
1,0,59594.0,74,1,7,0,61,499,16,1,1,2,High-Value
1,0,80685.0,55,1,2,0,32,1004,20,0,0,2,High-Value
2,0,40344.0,48,2,7,0,52,218,10,1,0,1,Budget-Conscious
1,0,62710.0,53,4,4,0,54,606,18,1,0,2,High-Value
0,0,48985.0,13,1,3,0,58,75,5,1,0,1,Budget-Conscious
1,0,35322.0,34,3,8,0,58,106,6,3,0,1,Budget-Conscious
1,0,77142.0,54,1,2,0,78,990,16,0,0,2,High-Value
1,1,81657.0,69,1,1,0,57,1097,15,0,0,2,High-Value
0,0,14421.0,81,1,5,0,30,16,3,0,1,1,Budget-Conscious
0,0,20130.0,99,1,8,0,52,34,4,0,0,1,Budget-Conscious
2,0,74214.0,3,1,5,0,36,1711,15,0,0,2,High-Value
2,0,66726.0,61,3,7,0,69,438,14,2,1,0,Deal-Seeking Parents
0,0,23724.0,65,2,8,0,47,75,5,1,0,1,Budget-Conscious
2,0,47353.0,93,3,5,0,66,225,10,1,0,1,Budget-Conscious
2,0,33444.0,24,1,8,0,74,18,3,2,0,1,Budget-Conscious
1,0,54386.0,8,2,3,0,45,470,15,1,0,2,High-Value
1,1,28510.0,72,3,5,0,45,91,6,2,0,1,Budget-Conscious
2,1,90638.0,29,1,1,0,35,2525,17,0,1,3,Premium Loyal
1,0,48070.0,33,3,7,0,76,504,16,1,0,0,Deal-Seeking Parents
1,0,43140.0,68,1,6,0,69,235,10,1,0,1,Budget-Conscious
2,1,54959.0,55,3,7,1,65,1232,18,1,1,3,Premium Loyal
0,1,15056.0,76,5,5,0,68,88,7,2,0,1,Budget-Conscious
1,1,26954.0,17,1,7,0,55,17,3,1,0,1,Budget-Conscious
1,1,22327.0,94,1,5,0,41,24,4,1,0,1,Budget-Conscious
1,0,44393.0,86,2,4,0,61,60,5,2,0,1,Budget-Conscious
2,1,62000.0,25,1,4,0,74,1020,25,1,1,2,High-Value
2,0,31497.0,22,2,8,0,64,155,8,1,0,1,Budget-Conscious
0,0,45894.0,15,1,5,0,52,51,4,2,0,1,Budget-Conscious
2,1,78579.0,35,1,3,1,56,1812,15,0,0,3,Premium Loyal
2,1,67369.0,81,4,4,1,57,1461,21,1,2,3,Premium Loyal
1,1,58401.0,55,1,4,0,66,96,5,1,0,1,Budget-Conscious
1,1,62307.0,94,1,5,0,74,160,8,1,0,1,Budget-Conscious
2,0,43641.0,50,3,6,0,57,139,7,2,0,1,Budget-Conscious
2,1,63841.0,64,1,6,0,58,908,21,1,0,2,High-Value
0,0,46891.0,91,1,4,0,61,183,7,1,0,1,Budget-Conscious
2,0,70091.0,11,2,8,0,57,1161,17,1,1,2,High-Value
2,0,78075.0,72,1,1,0,54,988,13,0,0,2,High-Value
0,1,59184.0,6,3,5,0,65,1072,24,1,0,2,High-Value
1,0,54809.0,0,4,4,0,49,174,8,2,0,1,Budget-Conscious
1,0,58113.0,66,3,7,0,67,758,19,1,0,0,Deal-Seeking Parents
2,0,51412.0,42,2,4,0,68,195,9,1,0,1,Budget-Conscious
1,1,15287.0,60,2,7,1,47,31,4,1,1,1,Budget-Conscious
2,0,66636.0,64,1,1,0,69,1084,16,0,0,2,High-Value
2,0,50965.0,87,3,8,0,70,685,19,1,1,0,Deal-Seeking Parents
2,0,84618.0,96,1,2,0,61,1672,25,0,1,2,High-Value
1,0,18351.0,1,1,7,0,36,43,5,0,0,1,Budget-Conscious
2,0,40451.0,54,1,5,0,69,49,4,2,1,1,Budget-Conscious
1,0,36317.0,53,2,7,0,61,133,7,1,0,1,Budget-Conscious
1,0,42213.0,96,2,7,0,69,363,13,1,1,1,Budget-Conscious
1,0,65748.0,58,2,1,0,71,545,16,1,0,2,High-Value
1,0,77044.0,12,2,4,0,54,1065,29,1,1,2,High-Value
1,0,74918.0,78,1,3,0,57,2047,20,0,1,2,High-Value
1,0,56721.0,64,5,6,0,54,296,10,2,0,0,Deal-Seeking Parents
1,1,42160.0,26,4,6,1,51,140,7,2,0,1,Budget-Conscious
1,1,61559.0,8,1,3,0,61,530,16,1,0,2,High-Value
2,0,33629.0,49,5,9,0,63,152,8,2,0,0,Deal-Seeking Parents
2,0,68682.0,56,1,2,0,35,1598,23,0,0,2,High-Value
1,1,34377.0,55,2,7,0,63,114,6,1,0,1,Budget-Conscious
0,1,8940.0,25,3,8,0,40,101,7,1,0,1,Budget-Conscious
1,0,26228.0,50,1,8,0,53,25,3,1,0,1,Budget-Conscious
0,1,77297.0,84,1,4,0,69,789,21,0,1,2,High-Value
1,0,40211.0,30,2,8,0,45,87,5,2,1,1,Budget-Conscious
2,1,33438.0,81,4,5,0,68,90,7,2,0,0,Deal-Seeking Parents
2,0,75032.0,74,2,3,0,67,1215,18,1,0,2,High-Value
2,1,61284.0,76,1,6,0,71,811,21,0,1,2,High-Value
1,0,22518.0,36,2,5,1,40,61,5,1,1,1,Budget-Conscious
2,0,54730.0,64,5,4,0,51,405,13,1,0,0,Deal-Seeking Parents
2,0,38452.0,62,3,7,0,71,72,6,2,0,1,Budget-Conscious
1,1,44421.0,53,5,8,0,55,189,9,2,0,0,Deal-Seeking Parents
2,0,38197.0,86,1,5,0,40,40,4,1,0,1,Budget-Conscious
1,1,41986.0,15,3,4,0,48,63,7,1,0,1,Budget-Conscious
1,0,28427.0,67,2,8,0,43,52,5,1,0,1,Budget-Conscious
2,0,37395.0,47,1,6,0,50,39,4,1,0,1,Budget-Conscious
1,0,64722.0,47,4,6,0,55,805,21,1,0,0,Deal-Seeking Parents
2,0,55249.0,81,1,3,0,70,130,7,1,0,1,Budget-Conscious
1,0,84906.0,98,1,2,0,54,1631,23,0,3,3,Premium Loyal
1,0,28691.0,56,1,8,0,37,34,4,1,0,1,Budget-Conscious
1,1,44213.0,48,4,6,0,74,152,8,2,0,0,Deal-Seeking Parents
0,1,25707.0,18,1,7,0,42,21,4,1,0,1,Budget-Conscious
2,0,59062.0,74,2,4,0,59,71,5,3,0,1,Budget-Conscious
1,1,76624.0,68,1,1,0,64,899,22,1,1,2,High-Value
2,0,66000.0,36,1,1,0,79,711,9,0,0,2,High-Value
2,0,27683.0,90,4,8,0,48,351,12,1,0,1,Budget-Conscious
1,1,1730.0,65,15,20,0,55,8,0,0,0,0,Deal-Seeking Parents
0,1,7500.0,63,4,9,0,34,119,7,1,0,1,Budget-Conscious
1,0,40521.0,82,1,5,0,58,21,3,2,0,1,Budget-Conscious
2,0,20427.0,63,1,8,0,53,10,3,1,0,1,Budget-Conscious
1,0,65106.0,55,3,6,0,51,973,24,1,1,2,High-Value
2,0,69969.0,64,1,3,1,61,1536,12,0,2,3,Premium Loyal
1,0,67433.0,51,4,4,0,74,992,24,2,1,0,Deal-Seeking Parents
2,0,77766.0,97,2,6,1,59,1529,32,1,1,3,Premium Loyal
1,0,74716.0,92,2,4,0,54,860,15,1,0,2,High-Value
1,1,68118.0,51,2,6,0,63,928,21,1,0,2,High-Value
2,0,55158.0,72,4,7,1,56,418,14,2,0,0,Deal-Seeking Parents
0,0,62972.0,39,2,6,1,71,587,14,1,0,0,Deal-Seeking Parents
1,0,74190.0,49,2,2,0,51,641,17,1,0,2,High-Value
1,0,39356.0,21,1,6,0,50,23,3,2,1,1,Budget-Conscious
1,0,76653.0,91,1,2,0,57,2279,22,0,2,3,Premium Loyal
2,1,35860.0,37,2,5,0,53,49,4,2,1,1,Budget-Conscious
2,1,90687.0,98,1,2,1,43,1779,16,0,1,3,Premium Loyal
2,0,73450.0,85,1,3,0,44,1804,26,0,2,3,Premium Loyal
1,0,31454.0,40,3,8,0,66,48,5,2,0,1,Budget-Conscious
1,1,47139.0,2,2,7,1,74,83,5,2,0,1,Budget-Conscious
1,1,83829.0,78,0,1,1,51,1862,17,0,3,3,Premium Loyal
2,0,53378.0,41,10,8,1,63,793,19,2,0,0,Deal-Seeking Parents
1,0,19656.0,94,3,7,0,56,84,6,1,0,1,Budget-Conscious
2,0,45579.0,10,1,6,0,78,183,9,1,0,1,Budget-Conscious
0,1,85485.0,73,1,2,0,68,1383,18,0,0,2,High-Value
1,0,55956.0,22,2,4,0,82,999,14,0,1,2,High-Value
2,1,64191.0,30,3,3,0,63,825,21,1,0,2,High-Value
1,1,38808.0,21,4,8,1,54,246,10,1,1,0,Deal-Seeking Parents
2,0,57183.0,51,8,8,0,60,610,17,2,0,0,Deal-Seeking Parents
2,1,23748.0,97,3,8,0,58,76,6,1,0,1,Budget-Conscious
1,0,66303.0,56,4,8,0,55,1286,18,1,1,0,Deal-Seeking Parents
2,0,37368.0,4,1,6,0,51,30,3,1,1,1,Budget-Conscious
1,0,40800.0,77,2,7,0,62,99,6,3,0,1,Budget-Conscious
1,1,71847.0,95,0,3,0,48,1192,22,0,1,2,High-Value
1,0,46149.0,36,5,5,0,51,362,13,1,0,0,Deal-Seeking Parents
1,0,78687.0,13,1,2,1,43,2130,18,0,1,3,Premium Loyal
0,1,49118.0,90,2,7,1,55,1229,26,0,2,3,Premium Loyal
2,0,37633.0,49,2,9,0,69,38,4,2,0,1,Budget-Conscious
2,0,39767.0,18,2,8,0,75,485,15,0,0,1,Budget-Conscious
0,0,26997.0,89,2,7,0,75,434,11,0,0,1,Budget-Conscious
1,1,33986.0,43,1,7,0,56,44,4,1,0,1,Budget-Conscious
2,0,57091.0,82,2,7,1,54,496,16,1,1,3,Premium Loyal
0,0,46831.0,84,2,4,0,57,78,5,2,0,1,Budget-Conscious
2,0,83151.0,80,1,2,1,54,2346,22,0,3,3,Premium Loyal
1,0,52531.0,68,2,6,0,55,794,19,0,0,2,High-Value
1,0,15759.0,12,1,7,0,70,17,3,0,0,1,Budget-Conscious
1,1,22804.0,75,1,9,0,55,26,4,1,0,1,Budget-Conscious
0,0,43050.0,10,2,5,0,53,76,6,1,0,1,Budget-Conscious
2,1,42997.0,91,1,7,0,49,15,3,2,0,1,Budget-Conscious
2,1,48918.0,21,2,4,0,63,62,5,2,0,1,Budget-Conscious
2,0,60033.0,28,2,2,0,72,198,8,1,0,2,High-Value
2,0,34043.0,97,1,9,0,48,49,4,1,0,1,Budget-Conscious
1,0,57811.0,49,5,5,0,60,802,20,1,1,0,Deal-Seeking Parents
1,0,78569.0,14,1,1,1,80,1736,14,0,1,3,Premium Loyal
1,1,7500.0,5,4,6,0,48,57,6,2,0,1,Budget-Conscious
2,0,157733.0,37,0,1,0,55,59,2,1,0,2,High-Value
1,0,94384.0,62,0,2,1,73,2302,18,0,3,3,Premium Loyal
0,0,23148.0,83,1,7,0,41,37,5,0,0,1,Budget-Conscious
1,1,44267.0,48,5,9,0,56,310,11,2,0,0,Deal-Seeking Parents
1,0,71626.0,94,1,3,0,47,1305,18,0,1,2,High-Value
1,0,60894.0,61,5,7,0,60,832,21,1,0,0,Deal-Seeking Parents
1,0,50200.0,70,6,8,0,50,401,13,2,0,0,Deal-Seeking Parents
2,0,81051.0,43,1,2,0,61,1501,22,0,2,3,Premium Loyal
1,0,65169.0,23,1,6,1,44,1189,27,0,4,3,Premium Loyal
1,0,59868.0,37,7,6,0,54,1194,25,1,0,0,Deal-Seeking Parents
2,0,65695.0,50,2,4,0,66,656,19,1,0,2,High-Value
2,1,64857.0,78,1,4,0,70,1540,22,0,0,2,High-Value
2,0,45143.0,74,3,7,0,61,311,12,1,0,0,Deal-Seeking Parents
0,0,74805.0,14,5,2,0,71,820,21,1,0,2,High-Value
0,0,59060.0,77,3,4,0,37,274,11,1,0,1,Budget-Conscious
2,1,27238.0,39,3,9,0,64,57,6,2,0,1,Budget-Conscious
1,0,47009.0,89,4,4,0,61,448,13,1,0,0,Deal-Seeking Parents
0,0,46094.0,62,1,7,0,53,44,4,2,0,1,Budget-Conscious
1,0,40321.0,59,2,7,0,54,102,6,2,0,1,Budget-Conscious
1,0,37235.0,68,1,4,0,42,61,4,1,0,1,Budget-Conscious
2,0,81843.0,13,1,3,0,66,1643,26,0,0,2,High-Value
2,0,46692.0,37,3,6,0,68,397,12,1,0,0,Deal-Seeking Parents
1,0,77382.0,36,2,1,0,58,1121,24,1,1,2,High-Value
1,1,37774.0,28,4,9,1,49,473,12,2,1,0,Deal-Seeking Parents
0,0,18393.0,2,2,8,0,52,50,6,1,0,1,Budget-Conscious
2,0,72828.0,17,6,7,0,64,1678,22,1,0,0,Deal-Seeking Parents
1,0,24711.0,86,1,7,0,44,58,6,0,0,1,Budget-Conscious
2,0,45503.0,54,1,5,0,51,170,8,1,0,1,Budget-Conscious
2,1,6560.0,2,0,17,0,44,373,2,0,0,1,Budget-Conscious
2,0,71604.0,3,1,4,1,81,1196,16,0,1,3,Premium Loyal
1,0,27244.0,84,2,7,0,47,101,6,1,0,1,Budget-Conscious
1,0,48752.0,8,5,9,1,57,316,12,2,0,0,Deal-Seeking Parents
1,0,71434.0,4,3,4,0,64,1400,18,1,2,3,Premium Loyal
1,1,90842.0,57,1,1,0,78,1424,26,0,0,2,High-Value
2,0,88097.0,24,1,9,1,48,844,19,1,3,3,Premium Loyal
1,0,51948.0,51,2,5,0,51,311,11,1,0,1,Budget-Conscious
1,0,71853.0,29,1,1,0,44,1149,16,0,0,2,High-Value
2,0,35876.0,13,1,6,0,43,129,7,0,0,1,Budget-Conscious
1,1,40049.0,23,1,6,0,74,32,4,1,0,1,Budget-Conscious
1,1,39660.0,36,3,9,1,44,299,11,1,0,1,Budget-Conscious
1,0,50127.0,88,1,6,0,64,320,12,1,1,1,Budget-Conscious
2,0,43263.0,2,3,5,0,49,441,13,1,0,1,Budget-Conscious
2,0,62845.0,3,11,8,1,77,1178,17,2,1,0,Deal-Seeking Parents
1,0,18929.0,15,1,6,0,36,85,5,0,0,1,Budget-Conscious
0,1,24367.0,58,1,9,0,44,24,3,1,0,1,Budget-Conscious
1,1,33249.0,11,2,6,0,51,112,6,1,0,1,Budget-Conscious
0,0,26887.0,27,1,6,0,67,30,4,1,0,1,Budget-Conscious
2,0,50150.0,32,2,5,0,43,410,14,0,0,2,High-Value
1,0,62061.0,12,3,6,0,50,800,21,1,1,2,High-Value
2,1,85696.0,88,1,1,1,64,1313,19,0,0,3,Premium Loyal
2,0,76542.0,91,1,2,0,70,1483,22,0,0,2,High-Value
1,1,70515.0,12,1,2,1,33,1258,16,0,0,3,Premium Loyal
1,0,18227.0,21,1,8,0,39,28,3,1,0,1,Budget-Conscious
1,0,69139.0,23,1,4,0,61,227,10,1,0,2,High-Value
1,0,69109.0,10,1,4,1,44,1555,19,0,1,3,Premium Loyal
1,1,69627.0,35,2,5,0,64,861,21,1,0,2,High-Value
1,0,38136.0,69,2,8,0,48,103,6,1,1,1,Budget-Conscious
2,1,62159.0,68,1,4,0,80,634,18,0,0,2,High-Value
1,1,80695.0,85,1,2,0,63,1918,18,0,0,2,High-Value
2,1,33316.0,34,3,6,0,55,131,7,2,0,1,Budget-Conscious
1,0,58554.0,55,6,7,0,58,586,16,2,0,0,Deal-Seeking Parents
0,0,17256.0,10,2,8,0,34,62,5,1,1,1,Budget-Conscious
1,1,53034.0,30,8,8,0,52,447,14,2,0,0,Deal-Seeking Parents
0,0,52203.0,36,1,6,0,76,939,26,0,0,2,High-Value
0,1,59601.0,14,4,8,0,49,797,11,1,1,0,Deal-Seeking Parents
2,1,75154.0,79,1,3,1,68,1143,15,1,0,3,Premium Loyal
1,1,47025.0,52,3,6,0,50,415,14,1,0,1,Budget-Conscious
1,0,37971.0,97,1,8,0,53,30,4,1,0,1,Budget-Conscious
2,1,41335.0,24,3,7,0,58,187,9,1,0,1,Budget-Conscious
1,0,67267.0,0,1,2,0,68,251,10,1,0,2,High-Value
1,1,57338.0,96,2,5,0,51,237,10,1,0,1,Budget-Conscious
0,0,50523.0,89,2,6,0,66,91,6,2,0,1,Budget-Conscious
2,1,35791.0,94,2,8,0,61,35,4,3,0,1,Budget-Conscious
2,1,50611.0,98,6,6,0,66,493,16,1,1,0,Deal-Seeking Parents
2,0,56242.0,72,5,6,0,57,971,23,1,0,0,Deal-Seeking Parents
1,1,48904.0,1,4,8,0,66,371,13,1,0,0,Deal-Seeking Parents
1,1,56243.0,26,6,5,0,51,396,14,3,0,0,Deal-Seeking Parents
1,0,21355.0,5,2,6,1,41,68,5,1,1,1,Budget-Conscious
2,0,57420.0,22,3,7,0,55,322,12,1,1,0,Deal-Seeking Parents
2,0,51381.5,39,2,5,0,56,317,12,1,0,1,Budget-Conscious
2,1,46390.0,56,1,7,0,71,222,9,1,0,1,Budget-Conscious
0,0,54342.0,74,4,6,0,70,177,8,2,0,0,Deal-Seeking Parents
1,0,51381.5,87,1,5,0,68,45,4,2,0,1,Budget-Conscious
0,1,51381.5,49,1,7,0,62,21,3,2,0,1,Budget-Conscious
1,0,20895.0,24,1,9,0,53,45,5,1,0,1,Budget-Conscious
1,0,92344.0,9,0,1,0,78,1899,20,0,2,3,Premium Loyal
2,0,51381.5,17,1,7,0,54,42,4,1,0,1,Budget-Conscious
0,0,26907.0,10,2,7,0,50,22,4,2,0,1,Budget-Conscious
1,0,44964.0,35,1,8,0,46,41,4,2,0,1,Budget-Conscious
1,0,75507.0,56,1,3,0,47,1440,20,0,0,2,High-Value
2,0,53761.0,7,6,5,0,54,325,11,2,0,0,Deal-Seeking Parents
1,0,22682.0,51,3,4,0,53,95,7,1,0,1,Budget-Conscious
2,0,38887.0,17,1,7,0,54,42,4,1,0,1,Budget-Conscious
0,1,41658.0,30,2,4,0,51,72,4,2,0,1,Budget-Conscious
2,0,29791.0,21,2,5,0,54,20,5,1,0,1,Budget-Conscious
2,0,63915.0,2,2,5,0,70,789,21,2,0,0,Deal-Seeking Parents
1,1,39996.0,85,1,6,0,52,15,3,2,0,1,Budget-Conscious
1,1,26759.0,65,2,6,0,54,59,6,1,0,1,Budget-Conscious
2,1,63841.0,64,1,6,0,58,908,21,1,0,2,High-Value
2,0,51039.0,11,2,7,0,57,417,12,2,0,1,Budget-Conscious
1,0,60544.0,92,4,6,0,65,289,11,2,0,0,Deal-Seeking Parents
1,0,65685.0,54,1,5,0,54,769,20,1,0,2,High-Value
1,0,37716.0,4,2,7,0,73,188,8,1,0,1,Budget-Conscious
1,1,36864.0,53,3,8,1,69,354,11,1,0,0,Deal-Seeking Parents
2,0,44511.0,39,6,8,0,56,727,20,1,0,0,Deal-Seeking Parents
2,0,36947.0,49,4,9,0,59,146,7,2,0,0,Deal-Seeking Parents
2,0,47352.0,70,4,7,0,75,319,12,1,0,0,Deal-Seeking Parents
2,0,67087.0,40,2,4,0,73,794,20,1,0,2,High-Value
1,0,57045.0,40,3,3,0,76,454,15,1,0,2,High-Value
2,1,36957.0,43,4,9,1,73,152,7,2,0,0,Deal-Seeking Parents
2,0,69389.0,17,1,4,0,49,797,21,1,0,2,High-Value
1,0,80134.0,40,2,6,1,54,1690,14,1,3,3,Premium Loyal
2,0,43142.0,84,1,7,0,57,20,3,2,0,1,Budget-Conscious
1,0,80589.0,25,1,1,1,82,1428,20,0,1,3,Premium Loyal
1,1,34412.0,62,3,9,0,36,209,8,1,0,1,Budget-Conscious
1,1,57537.0,83,4,4,0,47,545,15,1,0,0,Deal-Seeking Parents
0,0,22634.0,47,1,8,0,60,96,5,0,0,1,Budget-Conscious
1,0,51315.0,45,1,2,0,78,222,9,0,0,2,High-Value
1,0,36026.0,34,2,6,0,54,61,5,3,0,1,Budget-Conscious
1,0,24639.0,3,3,6,0,53,44,6,2,0,1,Budget-Conscious
2,0,34578.0,1,1,6,0,54,8,3,3,0,1,Budget-Conscious
0,1,65704.0,18,1,1,0,54,817,22,0,0,2,High-Value
1,1,63810.0,45,4,8,0,60,1371,19,1,1,0,Deal-Seeking Parents
2,0,54132.0,81,1,7,0,57,42,4,1,0,1,Budget-Conscious
1,0,18690.0,77,1,8,0,67,60,4,0,0,1,Budget-Conscious
1,0,28164.0,23,3,7,0,56,78,6,1,0,1,Budget-Conscious
2,0,34596.0,48,1,8,0,52,23,3,1,0,1,Budget-Conscious
2,0,43269.0,61,1,8,0,54,19,3,1,0,1,Budget-Conscious
0,1,38741.0,60,2,7,0,68,61,5,2,0,1,Budget-Conscious
1,1,31907.0,75,1,7,0,54,449,13,0,0,1,Budget-Conscious
2,0,27100.0,64,1,7,0,43,37,4,1,0,1,Budget-Conscious
0,1,31163.0,54,1,6,0,53,38,4,1,0,1,Budget-Conscious
1,0,92533.0,84,1,2,0,41,1131,22,0,2,3,Premium Loyal
1,1,34853.0,75,2,6,0,53,34,5,2,0,1,Budget-Conscious
1,1,70844.0,16,5,7,0,59,294,12,2,0,0,Deal-Seeking Parents
0,0,31086.0,79,2,8,0,47,48,4,2,1,1,Budget-Conscious
1,0,60544.0,92,4,6,0,65,289,11,2,0,0,Deal-Seeking Parents
0,0,20491.0,16,1,7,0,40,30,3,0,0,1,Budget-Conscious
1,0,42523.0,96,1,2,0,62,125,6,0,0,1,Budget-Conscious
1,0,39922.0,30,2,8,0,43,156,7,1,0,1,Budget-Conscious
1,0,33402.0,60,3,8,0,74,70,6,2,0,1,Budget-Conscious
2,0,36408.0,11,1,6,0,77,22,3,2,0,1,Budget-Conscious
1,0,21645.0,75,3,9,1,47,65,6,1,0,1,Budget-Conscious
2,1,78427.0,36,3,3,1,78,1930,20,0,1,3,Premium Loyal
1,0,82657.0,71,1,4,0,80,2283,22,0,2,3,Premium Loyal
1,0,51876.0,88,1,1,0,68,310,12,0,0,2,High-Value
0,0,78041.0,93,1,2,0,55,1319,17,0,0,2,High-Value
1,0,52852.0,93,4,8,0,69,879,22,1,1,0,Deal-Seeking Parents
2,0,70038.0,54,1,2,0,44,1244,16,0,0,2,High-Value
0,0,69401.0,41,4,2,0,53,690,13,1,0,2,High-Value
1,0,46053.0,46,3,5,0,54,209,9,1,0,1,Budget-Conscious
1,0,77343.0,28,1,1,0,61,1134,16,0,0,2,High-Value
1,1,73892.0,40,1,1,1,73,1507,22,0,0,3,Premium Loyal
2,1,40304.0,82,1,7,0,59,57,5,1,0,1,Budget-Conscious
2,0,32727.0,38,2,8,0,61,529,15,0,0,1,Budget-Conscious
1,0,68695.0,3,1,2,0,57,1091,15,0,0,2,High-Value
1,1,43300.0,87,3,8,1,55,180,8,1,0,1,Budget-Conscious
1,0,26290.0,49,4,6,0,54,77,6,2,0,1,Budget-Conscious
1,1,93790.0,16,0,2,1,56,2349,25,0,3,3,Premium Loyal
2,0,38410.0,65,2,6,1,52,534,16,0,0,1,Budget-Conscious
2,1,64866.0,9,4,5,0,76,556,17,1,1,0,Deal-Seeking Parents
1,0,57957.0,24,7,3,0,67,637,18,1,0,0,Deal-Seeking Parents
2,0,46015.0,25,1,7,0,71,46,4,2,2,1,Budget-Conscious
1,0,16531.0,43,3,7,0,48,44,6,1,0,1,Budget-Conscious
2,0,28072.0,10,1,7,0,40,47,4,1,0,1,Budget-Conscious
2,1,49476.0,29,4,2,0,63,795,18,1,0,2,High-Value
1,0,50725.0,45,4,8,0,73,586,17,1,0,0,Deal-Seeking Parents
1,0,83844.0,57,1,1,0,74,1574,19,0,1,2,High-Value
2,0,41145.0,20,1,3,0,76,13,3,2,0,1,Budget-Conscious
1,0,67419.0,29,4,5,0,56,1471,21,1,0,2,High-Value
0,0,23162.0,82,3,6,0,56,65,5,2,0,1,Budget-Conscious
1,0,34380.0,68,4,8,0,49,175,8,1,0,1,Budget-Conscious
1,1,34704.0,65,1,5,0,60,40,4,1,0,1,Budget-Conscious
2,0,94871.0,99,1,7,1,57,1078,17,2,2,3,Premium Loyal
1,0,65148.0,9,2,4,0,68,1115,19,1,0,2,High-Value
1,0,39898.0,20,2,7,0,72,134,7,1,0,1,Budget-Conscious
2,1,64857.0,78,1,4,0,70,1540,22,0,0,2,High-Value
2,0,59892.0,26,1,3,0,56,87,6,1,0,1,Budget-Conscious
2,1,41020.0,68,1,3,0,39,217,9,0,0,1,Budget-Conscious
2,0,57072.0,79,2,5,0,65,1034,25,1,1,2,High-Value
1,1,60474.0,25,7,7,0,47,1180,24,1,0,0,Deal-Seeking Parents
1,0,62807.0,83,3,5,0,66,819,20,1,0,2,High-Value
0,0,19414.0,32,1,8,0,45,32,4,1,0,1,Budget-Conscious
1,0,19107.0,49,2,7,0,46,46,4,1,0,1,Budget-Conscious
